Fid,LATITUDE,LONGITUDE,wdate,precipitation,temp_max,temp_min,wind,weather
217.69.133.211-10.42.0.211-443-60086-6,24.93680756,-80.61514732,25-03-15,5.1,14.4,7.2,4.4,rain
10.42.0.211-10.42.0.1-43708-53-17,24.55241115,-81.7965178,26-03-15,0,20.6,10,2.2,sun
10.42.0.211-123.125.115.190-54987-80-6,33.03597325,-85.01846413,27-03-15,1,18.3,8.9,4,rain
182.254.5.234-10.42.0.211-80-60379-6,34.118725,-83.756311,28-03-15,0,15.6,9.4,5.7,sun
10.42.0.151-104.192.110.245-40074-443-6,34.23480711,-84.35908209,29-03-15,0,15.6,8.9,3,sun
10.42.0.211-10.42.0.1-63849-53-17,33.7628177,-84.4306775,30-03-15,1.8,17.8,10.6,2.9,rain
216.58.219.200-10.42.0.211-443-37324-6,33.8194,-84.353561,31-03-15,1,12.8,6.1,4.2,rain
192.229.173.173-10.42.0.211-80-33739-6,33.98421152,-84.56236606,01-04-15,5.1,12.8,5.6,3.2,rain
10.42.0.211-64.71.142.120-60651-443-6,34.01173189,-85.27040498,02-04-15,0,13.3,5.6,2.4,sun
172.217.3.110-10.42.0.151-443-58019-6,33.8247858,-84.10223718,03-04-15,1.5,11.1,5,3.6,rain
10.42.0.211-112.80.248.187-54890-80-6,32.01228,-81.095641,04-04-15,0,12.8,3.9,1.7,sun
10.42.0.211-54.243.182.104-39004-443-6,34.28893637,-83.129221,05-04-15,0,16.7,2.8,2.4,sun
10.42.0.211-66.102.255.61-35617-443-6,33.95538382,-84.53404304,06-04-15,1,13.9,6.7,3.5,rain
10.42.0.211-64.71.142.124-40356-80-6,33.48341,-82.054411,07-04-15,0.5,14.4,6.7,3.9,rain
10.42.0.211-103.235.46.212-46482-443-6,33.46851513,-84.21014089,08-04-15,0,17.2,6.1,1.7,sun
184.169.166.225-10.42.0.211-443-59093-6,33.77319,-84.387771,09-04-15,0,17.2,6.1,2.3,sun
10.42.0.211-23.206.166.62-49133-80-6,33.16302207,-84.4522609,10-04-15,10.9,13.9,7.8,4.6,rain
10.42.0.151-23.203.72.173-34563-443-6,33.78594,-84.401631,11-04-15,0,11.7,5.6,6.5,sun
183.79.248.124-10.42.0.151-443-44407-6,33.9572,-83.380131,12-04-15,0,13.3,5.6,3.6,sun
220.243.235.201-10.42.0.42-80-52594-6,33.25079,-84.270891,13-04-15,14,11.7,3.9,3.6,rain
10.42.0.151-72.30.2.182-44844-443-6,32.31396627,-82.68420788,14-04-15,3.3,11.7,2.8,3.3,rain
172.217.7.238-10.42.0.42-443-36143-6,34.85292254,-84.33065402,15-04-15,0,13.9,3.3,2.4,sun
10.42.0.211-74.119.118.71-48377-443-6,31.50954409,-82.84441657,16-04-15,0,17.8,3.9,3.1,sun
220.243.235.201-10.42.0.211-80-53650-6,33.67814944,-83.97849723,17-04-15,0,18.9,6.1,3.6,sun
10.42.0.211-77.234.44.79-35097-443-6,31.95521,-81.321981,18-04-15,0,18.9,8.3,3.9,sun
10.42.0.211-104.244.42.129-50643-443-6,33.95265,-84.553481,19-04-15,0,21.1,8.3,3.6,sun
203.90.242.126-10.42.0.211-80-55139-6,33.77535805,-84.29410734,20-04-15,0,22.8,7.8,2.6,sun
10.42.0.151-23.194.142.7-45976-443-6,33.67154,-84.458631,21-04-15,5.6,17.2,6.7,3.4,rain
173.194.68.188-10.42.0.151-5228-60384-6,31.78331,-81.633851,22-04-15,0,15.6,5,2.3,sun
172.217.10.240-10.42.0.42-443-57590-6,41.54151016,-72.80749731,23-04-15,3,12.2,6.7,4.1,rain
10.42.0.211-74.6.105.13-45117-443-6,41.30171579,-72.38386434,24-04-15,3.3,12.2,6.1,5,rain
10.42.0.211-115.236.16.203-34325-443-6,41.19204683,-73.49534714,25-04-15,1.3,13.3,5.6,3,rain
10.42.0.151-31.13.80.5-54404-443-6,41.55380431,-72.64955059,26-04-15,0,15.6,4.4,2.7,rain
10.42.0.211-52.55.212.72-60343-443-6,41.59462164,-72.68035254,27-04-15,0.3,25,10.6,2.3,rain
10.42.0.42-104.237.191.1-35397-443-6,41.04805053,-73.61428331,28-04-15,1.8,15.6,8.9,4.3,rain
10.42.0.151-10.42.0.1-61053-53-17,41.62798344,-73.31161037,29-04-15,0,16.1,7.2,4.7,sun
10.42.0.151-10.42.0.1-55098-53-17,41.32262,-72.194891,30-04-15,0,17.2,7.8,2.1,sun
172.217.7.195-10.42.0.211-443-47128-6,41.12918,-73.384911,01-05-15,0,18.3,8.9,3.7,sun
10.42.0.211-23.206.173.182-47905-80-6,41.76873154,-72.69323839,02-05-15,0,18.3,7.8,3.7,sun
220.181.7.190-10.42.0.211-443-39900-6,41.72005761,-72.20255034,03-05-15,0,20.6,7.8,2.6,sun
10.42.0.42-103.235.46.212-51903-443-6,29.17322621,-81.02513618,04-05-15,0,17.2,7.2,5.2,sun
10.42.0.151-10.42.0.1-47182-53-17,25.79619113,-80.19651074,05-05-15,6.1,14.4,7.2,5.1,rain
172.217.10.226-10.42.0.211-443-58942-6,25.77514395,-80.24220582,06-05-15,0,16.7,7.2,2.6,rain
216.58.219.238-10.42.0.42-443-38037-6,30.138886,-83.223068,07-05-15,0,20.6,6.1,3,sun
172.217.12.163-10.42.0.151-443-41443-6,28.19570683,-82.73285213,08-05-15,0,23.9,8.3,3,sun
203.205.158.63-10.42.0.211-80-35380-6,25.81328662,-80.2319748,09-05-15,0,26.7,9.4,2.6,sun
10.42.0.211-10.42.0.1-4866-53-17,25.46945939,-80.47479756,10-05-15,0,19.4,11.1,2.8,sun
10.42.0.151-23.74.67.241-40246-80-6,26.00985646,-80.38751669,11-05-15,0,13.9,10,2.5,rain
172.217.12.170-10.42.0.211-443-45970-6,27.81102372,-82.6544888,12-05-15,4.3,15.6,10.6,3.3,rain
10.42.0.211-10.42.0.1-1152-53-17,26.252264,-80.253333,13-05-15,4.1,12.2,10,2.8,rain
203.205.158.60-10.42.0.211-80-54196-6,29.40433154,-81.51043071,14-05-15,0.3,17.8,9.4,2,rain
10.42.0.1-10.42.0.42-53-57517-17,25.854,-80.211261,15-05-15,0,20,9.4,2.8,rain
10.42.0.211-52.84.143.156-35173-443-6,28.23183143,-81.29232388,16-05-15,0,15.6,11.1,3,sun
10.42.0.211-10.42.0.1-27319-53-17,28.55647715,-81.3758181,17-05-15,0,19.4,10.6,2.1,sun
10.42.0.211-119.146.74.49-38694-443-6,28.13743852,-82.2843723,18-05-15,0,25.6,12.2,3,sun
10.42.0.255-10.42.0.1-8610-8612-17,28.67420859,-81.50496369,19-05-15,0,21.7,11.7,2.6,sun
10.42.0.1-10.42.0.42-53-52142-17,29.89116424,-81.29876961,20-05-15,0,23.3,10.6,1.8,rain
10.42.0.42-47.89.68.225-59830-443-6,26.66125697,-80.12008217,21-05-15,0,25.6,11.7,2.1,sun
10.42.0.151-119.146.74.32-55485-443-6,30.38210996,-81.6494381,22-05-15,0,16.7,11.7,3.7,sun
10.42.0.211-103.235.46.212-55403-443-6,28.68630574,-81.39267917,23-05-15,0,16.1,11.7,2.6,sun
172.217.10.131-10.42.0.211-443-45702-6,30.12416053,-81.51584966,24-05-15,0,17.8,11.1,2.7,sun
10.42.0.42-54.71.146.239-37593-443-6,28.77193562,-81.27139674,25-05-15,0,15.6,11.1,2.7,sun
10.42.0.151-10.42.0.1-56712-53-17,30.91196845,-87.16698483,26-05-15,0,21.7,11.7,2.1,sun
172.217.12.174-10.42.0.42-443-45739-6,28.53711751,-81.56856851,27-05-15,0,24.4,11.7,1.8,sun
10.42.0.211-31.13.71.36-36880-443-6,30.49222,-84.256061,28-05-15,0,27.8,12.2,2.1,sun
175.100.207.206-10.42.0.211-80-46327-6,28.55063345,-82.17010719,29-05-15,0,26.1,12.8,2.5,sun
203.90.242.126-10.42.0.211-80-34174-6,30.06353447,-81.70907003,30-05-15,0,22.8,10,2.5,sun
172.217.12.161-10.42.0.211-443-56082-6,30.31323251,-81.59287562,31-05-15,0,25,11.7,2.2,sun
10.42.0.211-10.42.0.1-49967-53-17,26.54478589,-81.8583991,01-06-15,4.6,16.1,11.7,3.4,rain
10.42.0.151-10.42.0.1-53996-53-17,25.76109051,-80.25739608,02-06-15,0.5,17.8,12.8,5,rain
172.217.11.13-10.42.0.151-443-52643-6,27.26398,-80.372001,03-06-15,0,20,11.7,3,sun
139.59.109.5-10.42.0.42-80-48148-6,30.25959656,-81.57864485,04-06-15,0,22.8,11.7,3.9,sun
172.217.12.170-10.42.0.211-443-40698-6,45.01669,-93.458191,05-06-15,0,26.7,12.8,4.3,sun
10.42.0.151-10.42.0.1-33467-53-17,28.55714089,-81.83147247,06-06-15,0,29.4,13.3,2.6,sun
10.42.0.211-23.206.166.66-40757-80-6,29.18056383,-82.13721483,07-06-15,0,31.1,15.6,3.2,sun
172.217.11.36-10.42.0.151-443-39829-6,28.28534407,-81.33694915,08-06-15,0,30.6,14.4,3.5,sun
203.205.158.60-10.42.0.211-80-47868-6,28.28239255,-81.41551062,09-06-15,0,28.9,14.4,2.7,sun
203.205.191.23-10.42.0.42-80-60615-6,28.57219702,-81.74685738,10-06-15,0,25.6,11.1,3,sun
10.42.0.211-10.42.0.1-50701-53-17,25.76805206,-80.19530343,11-06-15,0,24.4,11.1,3.5,sun
172.217.11.14-10.42.0.151-443-47070-6,25.48035698,-80.47709251,12-06-15,0,20,11.7,2.3,sun
10.42.0.151-76.13.28.196-50047-443-6,27.84319114,-82.82469693,13-06-15,0,23.9,9.4,2.6,sun
10.42.0.211-10.42.0.1-8294-53-17,28.61315855,-81.36428521,14-06-15,0,27.8,11.7,3.7,sun
172.217.10.238-10.42.0.151-443-55500-6,30.31583425,-81.57950962,15-06-15,0,30,16.1,3.5,drizzle
162.208.22.39-10.42.0.151-443-40437-6,25.75417523,-80.20944575,16-06-15,0,22.8,11.1,3,sun
10.42.0.211-10.42.0.1-20880-53-17,28.80564868,-81.88655379,17-06-15,0,25,11.1,3.1,sun
203.205.191.27-10.42.0.151-80-43275-6,28.13146056,-81.93786682,18-06-15,0,24.4,13.9,3,sun
10.42.0.211-104.46.97.194-46364-443-6,28.34816099,-80.7421208,19-06-15,0.5,23.9,13.3,3.2,rain
174.35.73.71-10.42.0.151-80-33221-6,26.13432183,-80.28900543,20-06-15,0,25,12.8,4.3,sun
203.205.158.62-10.42.0.151-80-43152-6,28.31906576,-81.53995196,21-06-15,0,25.6,13.9,3.4,sun
10.42.0.151-10.42.0.1-35064-53-17,28.78982434,-81.35879519,22-06-15,0,25,12.8,2.4,sun
10.42.0.211-106.11.92.1-49259-443-6,30.14539571,-81.5824861,23-06-15,0,26.1,11.7,2.4,sun
10.42.0.151-115.239.210.141-35218-443-6,30.30518,-81.632431,24-06-15,0,25.6,16.1,2.6,sun
172.217.6.194-10.42.0.211-443-57108-6,25.94602926,-81.70320097,25-06-15,0,30.6,15.6,3,sun
10.42.0.211-104.244.42.130-51106-443-6,26.25249785,-80.25394949,26-06-15,0,31.7,17.8,4.7,sun
10.42.0.211-54.209.13.204-42918-443-6,25.7991,-80.191101,27-06-15,0,33.3,17.2,3.9,sun
172.217.6.234-10.42.0.42-443-59952-6,25.63889,-80.438674,28-06-15,0.3,28.3,18.3,2.1,rain
172.217.12.206-10.42.0.151-443-39631-6,28.07626631,-82.46803691,29-06-15,0,28.9,17.2,2.7,sun
172.217.10.67-10.42.0.151-80-55534-6,29.07933009,-82.26123386,30-06-15,0,30.6,15,3.4,rain
10.42.0.211-103.235.46.39-60357-80-6,26.00460852,-80.31409612,01-07-15,0,32.2,17.2,4.3,sun
183.79.248.252-10.42.0.211-443-55962-6,29.56039508,-81.22215872,02-07-15,0,33.9,17.8,3.4,sun
182.22.24.124-10.42.0.211-443-53475-6,28.55116,-81.104081,03-07-15,0,33.3,17.8,2.6,sun
198.51.152.183-10.42.0.211-443-34623-6,28.55217,-81.387981,04-07-15,0,33.3,15,2.9,sun
10.42.0.151-10.42.0.1-27486-53-17,28.46043,-81.486831,05-07-15,0,32.8,16.7,2.1,sun
10.42.0.211-23.206.173.182-50874-80-6,25.69385068,-80.28322528,06-07-15,0,29.4,15.6,3.2,drizzle
172.217.10.131-10.42.0.151-443-56877-6,26.7236,-80.112011,07-07-15,0,27.2,13.9,2.4,sun
10.42.0.211-31.13.71.1-57359-443-6,26.08596,-80.373161,08-07-15,0,30,14.4,1.9,drizzle
151.101.1.140-10.42.0.151-443-52526-6,26.70402197,-80.05111248,09-07-15,0,28.9,14.4,3.4,sun
10.42.0.211-31.13.65.1-47917-443-6,25.71789784,-80.30391627,10-07-15,0,21.1,16.7,3.7,sun
172.217.12.206-10.42.0.151-443-47314-6,30.33701634,-81.57628023,11-07-15,0,22.2,16.7,3,sun
10.42.0.211-88.212.196.104-37052-443-6,26.21695579,-80.12278657,12-07-15,0,26.1,16.7,2.2,sun
10.42.0.211-10.42.0.1-59596-53-17,25.90033511,-80.25237315,13-07-15,0,25.6,16.1,3.1,sun
10.42.0.151-31.13.71.37-59438-443-6,30.50431216,-84.25876596,14-07-15,0,27.8,16.1,3.3,sun
10.42.0.211-10.42.0.1-31324-53-17,26.06610045,-80.22720418,15-07-15,0,26.1,14.4,3.2,sun
10.42.0.42-31.13.65.36-44372-443-6,30.44385421,-84.22756466,16-07-15,0,26.1,15,2.8,sun
10.42.0.42-125.39.83.108-45411-443-6,28.05791,-82.550221,17-07-15,0,27.8,13.9,3.3,sun
172.217.11.10-10.42.0.42-443-60094-6,30.33290691,-81.73156634,18-07-15,0,33.3,17.8,3.4,sun
10.42.0.1-10.42.0.42-53-22377-17,28.524719,-81.34496862,19-07-15,0,35,17.2,3.3,sun
172.217.9.227-10.42.0.151-443-34461-6,28.15292257,-81.43801955,20-07-15,0,26.7,16.7,3.9,sun
10.42.0.211-121.12.98.64-41257-80-6,29.63390003,-82.47494646,21-07-15,0,23.9,15,2.4,sun
172.217.12.142-10.42.0.151-443-41903-6,28.69891965,-81.33081773,22-07-15,0,23.9,13.9,2.8,sun
10.42.0.42-37.1.203.158-41830-443-6,28.57870833,-81.49328238,23-07-15,0,26.1,14.4,1.9,sun
203.205.158.34-10.42.0.211-80-44804-6,30.38103702,-86.22601526,24-07-15,0.3,22.8,13.3,3.8,rain
172.217.12.206-10.42.0.151-443-49136-6,26.10591568,-80.25840533,25-07-15,0,21.1,14.4,2.4,rain
10.42.0.42-104.97.95.172-59468-80-6,28.96643425,-80.89332091,26-07-15,2,22.2,13.9,2.6,rain
10.42.0.151-10.42.0.1-55898-53-17,30.51711791,-82.94702173,27-07-15,0,23.3,12.2,1.9,rain
162.208.20.184-10.42.0.211-443-56620-6,30.33070569,-81.71386387,28-07-15,0,27.8,13.9,3.4,sun
10.42.0.151-10.42.0.1-6239-53-17,25.86915565,-80.32507232,29-07-15,0,32.2,14.4,3.8,sun
10.42.0.211-98.139.180.180-48730-443-6,30.47616133,-84.29591825,30-07-15,0,34.4,17.2,3.5,sun
10.42.0.211-104.192.110.245-49748-443-6,28.54522709,-81.36494813,31-07-15,0,34.4,17.8,2.6,sun
192.229.173.173-10.42.0.151-80-59835-6,25.68783857,-80.35658097,01-08-15,0,33.3,15.6,3.1,sun
182.22.120.245-10.42.0.211-443-48502-6,25.68674023,-80.40144151,02-08-15,0,30.6,16.1,2,sun
10.42.0.211-119.146.74.49-46641-443-6,25.49888,-80.419461,03-08-15,0,28.3,17.2,2.3,sun
180.149.136.194-10.42.0.211-443-55743-6,29.00839638,-82.01076953,04-08-15,0,26.1,14.4,2.6,rain
202.77.129.146-10.42.0.42-80-55079-6,25.60621074,-80.35292145,05-08-15,0,23.3,12.2,3.5,sun
172.217.12.142-10.42.0.211-443-60781-6,31.13792076,-83.77032404,06-08-15,0,25,15,2.9,sun
171.84.4.11-10.42.0.151-80-37305-6,33.16310318,-84.45231355,07-08-15,0,28.3,15.6,3.7,sun
10.42.0.211-23.194.140.226-48040-80-6,33.7036,-84.268651,08-08-15,0,25,15.6,3.6,rain
10.42.0.211-23.46.197.118-41352-443-6,33.68064621,-84.17441515,09-08-15,0,28.3,15,2.2,sun
206.126.112.140-10.42.0.151-443-35382-6,33.69914324,-84.2522948,10-08-15,0,28.9,16.1,2.4,sun
10.42.0.211-64.71.142.124-33655-443-6,33.75679538,-84.35439193,11-08-15,0,30,16.7,4.4,sun
172.217.10.138-10.42.0.151-443-33568-6,33.69125997,-84.41176951,12-08-15,7.6,28.3,16.7,2.7,rain
10.42.0.151-10.42.0.1-40658-53-17,29.44133356,-82.46314268,13-08-15,0,28.3,15.6,2.2,sun
10.42.0.1-10.42.0.42-53-8784-17,29.21672,-81.051571,14-08-15,30.5,18.3,15,5.2,rain
192.229.173.173-10.42.0.42-443-40990-6,28.18021569,-80.67311917,15-08-15,0,21.7,13.9,3.7,sun
10.42.0.211-104.244.43.3-43872-443-6,25.80850707,-80.21468621,16-08-15,0,25,14.4,3.7,sun
183.79.1.38-10.42.0.151-443-34172-6,28.12730594,-80.62781084,17-08-15,0,27.2,13.9,3,sun
172.217.6.206-10.42.0.42-80-58768-6,33.77139,-84.282931,18-08-15,0,30,15,3,sun
10.42.0.211-64.71.142.124-55682-443-6,33.93851279,-84.2953177,19-08-15,0,31.7,16.1,2.1,drizzle
10.42.0.151-10.42.0.1-60900-53-17,33.86825056,-84.30187341,20-08-15,2,22.8,14.4,4.2,rain
10.42.0.211-10.42.0.1-15140-53-17,33.97191051,-84.33924725,21-08-15,0,22.2,14.4,2.6,sun
192.229.173.173-10.42.0.211-80-51973-6,32.01721067,-81.110421,22-08-15,0,26.7,12.2,2.5,drizzle
10.42.0.151-10.42.0.1-53061-53-17,33.89563969,-84.14322394,23-08-15,0,27.8,13.9,1.8,drizzle
180.163.255.159-10.42.0.211-80-32910-6,33.92356862,-84.21050033,24-08-15,0,23.9,12.2,2.3,sun
10.42.0.151-50.22.240.186-43899-5222-6,34.07965,-84.296021,25-08-15,0,25.6,12.2,3.4,sun
172.217.3.106-10.42.0.211-443-35444-6,32.04753482,-81.18452428,26-08-15,0,28.3,13.9,1.7,sun
10.42.0.42-23.12.36.193-40152-443-6,33.82940708,-84.30962357,27-08-15,0,29.4,14.4,2.1,sun
172.217.6.206-10.42.0.42-443-56096-6,33.69092257,-84.50672013,28-08-15,0.5,23.3,15.6,2.6,rain
10.42.0.211-10.42.0.1-50752-53-17,30.97301467,-83.2142948,29-08-15,32.5,22.2,13.3,5.8,rain
10.42.0.151-10.42.0.1-41997-53-17,33.94977662,-84.50906077,30-08-15,10.2,20,12.8,4.7,rain
183.79.17.108-10.42.0.151-443-60433-6,32.4923,-84.933531,31-08-15,0,18.9,16.1,5.8,sun
172.217.3.99-10.42.0.151-443-56992-6,31.26202255,-83.9706388,01-09-15,5.8,19.4,13.9,5,rain
10.42.0.151-74.119.118.71-48804-443-6,33.79435868,-84.28980714,02-09-15,0,19.4,11.1,3.8,sun
180.149.153.68-10.42.0.211-80-57573-6,32.83438193,-83.63977861,03-09-15,0,18.3,10.6,2.9,sun
239.255.255.250-10.42.0.1-1900-37875-17,32.86115,-83.576561,04-09-15,0,18.3,10,2.9,sun
10.42.0.151-23.101.115.193-53732-443-6,32.57006918,-82.16443917,05-09-15,0.3,20.6,8.9,3.5,rain
10.42.0.211-106.11.94.1-42476-443-6,33.67724545,-84.4764795,06-09-15,5.3,16.1,11.7,2.4,rain
203.205.158.62-10.42.0.151-80-39486-6,32.86200627,-83.78495184,07-09-15,0.3,21.1,13.3,1.5,rain
10.42.0.211-52.84.37.117-57335-443-6,33.65405,-84.449861,08-09-15,0,22.8,13.3,2.4,sun
10.42.0.151-31.13.71.37-44216-443-6,34.27181581,-84.44685146,09-09-15,0,24.4,13.9,3.3,sun
172.217.10.225-10.42.0.42-443-53278-6,33.51723041,-84.7338492,10-09-15,0,25,14.4,3.6,rain
10.42.0.211-104.244.43.163-35854-443-6,34.16604,-84.413981,11-09-15,0,27.2,15,3.1,sun
172.217.11.3-10.42.0.211-443-41353-6,33.91956,-84.348921,12-09-15,0,26.7,14.4,2.1,sun
10.42.0.211-10.42.0.1-45367-53-17,34.11994554,-84.47613836,13-09-15,0.5,20.6,12.8,3,rain
10.42.0.211-72.21.206.135-36652-443-6,34.61240361,-83.52210907,14-09-15,0,16.7,10.6,3.4,sun
10.42.0.211-31.13.80.5-42224-443-6,33.84095957,-84.38169647,15-09-15,0,17.8,10,2.8,sun
10.42.0.211-104.196.121.139-44937-443-6,21.38729034,-157.7516397,16-09-15,1,20,10,1.9,rain
10.42.0.151-31.13.71.37-56323-443-6,21.32717784,-157.8446922,17-09-15,1.8,18.3,12.8,3.8,rain
172.217.10.238-10.42.0.42-443-40693-6,21.43535663,-158.1844482,18-09-15,0,19.4,12.8,2.6,sun
208.185.50.45-10.42.0.211-443-59979-6,21.47630602,-158.0183787,19-09-15,0,21.1,14.4,4.3,sun
10.42.0.211-104.192.110.245-60765-80-6,43.87060689,-111.7759665,20-09-15,4.1,22.8,12.2,6.8,rain
10.42.0.42-64.71.142.95-54321-80-6,46.37294614,-116.9857192,21-09-15,0,18.3,9.4,2.7,rain
180.149.136.194-10.42.0.42-80-38561-6,39.40977023,-123.3356479,22-09-15,0,18.9,7.8,2,sun
10.42.0.211-10.42.0.1-46300-53-17,39.37200788,-121.0479875,23-09-15,0,20.6,8.3,1.8,sun
10.42.0.151-104.254.66.16-34629-80-6,38.18409419,-122.2584505,24-09-15,0,22.2,11.1,2.5,rain
10.42.0.151-10.42.0.1-38907-53-17,39.2206393,-121.0676999,25-09-15,2,15.6,12.8,2.6,rain
10.42.0.42-37.1.204.175-58719-80-6,36.6363943,-121.8028948,26-09-15,0,18.3,10,2.7,sun
10.42.0.211-10.42.0.1-36847-53-17,39.24594859,-121.0550827,27-09-15,0,17.8,7.2,3.8,sun
172.217.12.206-10.42.0.211-443-35850-6,38.53783482,-122.4681389,28-09-15,0,21.1,9.4,5.1,sun
10.42.0.211-104.192.110.245-59654-443-6,39.13236864,-123.1627859,29-09-15,0,21.7,8.9,1.9,sun
203.205.158.52-10.42.0.211-80-40319-6,38.31916632,-122.3125114,30-09-15,0,18.3,10,1.3,rain
172.217.9.227-10.42.0.151-443-41107-6,36.64601156,-121.6661751,01-10-15,0,21.1,9.4,1.3,rain
10.42.0.211-10.42.0.1-38175-53-17,38.56569225,-122.4401624,02-10-15,0,15.6,10,2.9,rain
10.42.0.211-111.202.114.35-40356-80-6,36.70771098,-121.6441685,03-10-15,0,19.4,11.1,4.8,sun
10.42.0.151-10.42.0.1-33635-53-17,38.50308763,-122.4698428,04-10-15,0,22.8,10,3.7,sun
172.217.10.130-10.42.0.211-443-38204-6,39.13899994,-123.2095564,05-10-15,0,23.3,9.4,1.6,sun
172.217.11.10-10.42.0.151-443-52524-6,38.34474229,-122.3127305,06-10-15,0,18.3,10,2.6,drizzle
172.217.11.42-10.42.0.42-443-35211-6,40.8588,-73.909381,07-10-15,9.9,16.1,13.9,2.2,rain
182.22.31.252-10.42.0.211-443-48467-6,38.29925679,-122.2790225,08-10-15,0,18.9,13.3,1.1,rain
172.217.6.227-10.42.0.211-443-38917-6,39.23540211,-123.2034902,09-10-15,0.3,19.4,12.2,2.6,rain
10.42.0.211-77.234.44.42-34655-80-6,44.489973,-116.013456,10-10-15,28.7,21.1,13.3,4.7,rain
183.79.248.124-10.42.0.151-443-44389-6,43.66205,-116.689691,11-10-15,0,17.8,10.6,2.6,sun
10.42.0.211-10.42.0.1-9119-53-17,47.74580604,-116.8351496,12-10-15,4.6,18.3,10.6,2.8,rain
10.42.0.151-106.11.92.6-33680-443-6,46.421128,-117.0248744,13-10-15,1.3,16.7,9.4,3.2,rain
10.42.0.42-108.190.212.54-46360-12500-17,48.774093,-116.295002,14-10-15,0,15,10,5,rain
10.42.0.1-10.42.0.42-53-7712-17,48.17058981,-116.132023,15-10-15,0,21.1,9.4,3.4,rain
10.42.0.1-10.42.0.42-53-2501-17,47.71481,-116.897221,16-10-15,0,20,8.9,1.3,sun
172.217.12.131-10.42.0.42-443-38963-6,47.72597084,-116.9019564,17-10-15,0.3,19.4,11.7,1.3,rain
10.42.0.151-23.208.154.55-50661-80-6,41.95224072,-88.20651003,18-10-15,3.8,15,12.8,2,rain
216.58.219.202-10.42.0.151-443-46898-6,41.75916868,-88.18496245,19-10-15,0.3,17.2,12.2,2.6,rain
172.217.6.206-10.42.0.151-443-57049-6,41.56126855,-88.19833396,20-10-15,0,17.8,10.6,1.8,rain
10.42.0.211-63.250.200.101-45821-443-6,41.59512277,-87.60670377,21-10-15,0,16.1,8.3,1.3,rain
10.42.0.42-72.21.206.53-56685-443-6,41.78959428,-88.20165943,22-10-15,0,16.1,8.9,2.7,rain
10.42.0.151-40.117.100.83-60461-443-6,41.55464566,-87.83005701,23-10-15,0,12.8,7.2,2.6,rain
10.42.0.211-69.147.82.147-55235-443-6,41.92802852,-87.69071242,24-10-15,0,15,8.9,2.9,rain
203.205.158.38-10.42.0.211-80-48554-6,41.88315569,-88.02157754,25-10-15,8.9,19.4,8.9,3.4,rain
10.42.0.211-103.235.46.211-43500-443-6,41.55637525,-87.7201699,26-10-15,6.9,12.2,10,4.6,rain
192.229.163.180-10.42.0.151-443-52890-6,41.53047569,-88.08284682,27-10-15,0,16.1,7.8,1.7,rain
10.42.0.151-103.7.30.118-55618-80-6,41.9937359,-87.70491834,28-10-15,3.3,13.9,11.1,2.8,rain
10.42.0.151-10.42.0.1-30174-53-17,41.63372289,-87.63270052,29-10-15,1.8,15,12.2,4.7,rain
172.217.6.196-10.42.0.211-443-47642-6,37.77354859,-89.02559177,30-10-15,19.3,17.2,11.7,6.7,rain
203.205.128.137-10.42.0.151-80-44139-6,39.67093,-86.302421,31-10-15,33,15.6,11.7,7.2,rain
172.217.7.131-10.42.0.211-80-40514-6,38.65803971,-87.18420594,01-11-15,26.2,12.2,8.9,6,rain
172.217.10.46-10.42.0.42-443-57311-6,41.53083321,-88.0821272,02-11-15,0.3,11.1,7.2,2.8,rain
10.42.0.42-37.1.203.158-47629-443-6,42.0936275,-88.03548412,03-11-15,0.8,10.6,5,1.4,rain
174.35.73.199-10.42.0.211-443-54746-6,41.89125369,-87.70274621,04-11-15,0,10,3.3,2.2,sun
10.42.0.42-106.39.162.36-33691-80-6,42.01224663,-87.70632251,05-11-15,1.3,11.7,7.8,2.3,rain
172.217.10.110-10.42.0.151-443-42291-6,40.49656674,-89.03408508,06-11-15,0,15.6,8.3,2.7,rain
10.42.0.211-10.42.0.1-38025-53-17,41.426002,-87.36301603,07-11-15,12.7,12.2,9.4,3,rain
172.217.10.106-10.42.0.151-443-55160-6,39.20545,-85.903261,08-11-15,6.6,11.1,7.8,1.8,rain
172.217.12.162-10.42.0.151-443-40300-6,39.97836013,-85.99974358,09-11-15,3.3,10,5,1.3,rain
10.42.0.211-23.208.217.187-49997-443-6,39.0363318,-87.02587346,10-11-15,1.3,11.1,3.9,3.9,rain
172.217.12.195-10.42.0.151-443-40553-6,39.89564,-85.986811,11-11-15,1.5,11.1,6.1,4.6,rain
183.79.249.252-10.42.0.211-443-52907-6,41.43957,-87.295051,12-11-15,9.9,11.1,5,5.1,rain
10.42.0.151-66.102.255.45-51516-443-6,39.97297,-86.195771,13-11-15,33.5,13.3,9.4,6.5,rain
220.243.219.55-10.42.0.151-80-58211-6,39.5057564,-86.05595207,14-11-15,47.2,9.4,6.1,4.5,rain
10.42.0.211-113.200.98.174-54226-80-6,39.70563,-86.148451,15-11-15,22.4,8.9,2.2,4.1,rain
10.42.0.211-104.97.95.172-45765-80-6,39.78162421,-86.11183968,16-11-15,2,8.9,1.7,4,rain
172.217.12.130-10.42.0.211-443-59389-6,41.15209277,-85.16709364,17-11-15,29.5,13.3,6.7,8,rain
